"lgd","rf_05","rf_16","rf_02","rf_13","rf_14","rf_12","rf_09","rf_01","rf_07","rf_11"
0.00122707830861698,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.352462930049435,"04 [198.5536,Inf)","03 [34.6935,43.6851)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.275354600905514,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.352462930049435,"04 [198.5536,Inf)","03 [34.6935,43.6851)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.00122707830861698,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.275354600905514,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.00145710692544103,"03 [177.9077,198.5536)","SC","03 [125.0093,Inf)","02 [1,2.6617)","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0.00145710692544103,"03 [177.9077,198.5536)","SC","03 [125.0093,Inf)","02 [1,2.6617)","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0.00145710692544103,"03 [177.9077,198.5536)","SC","03 [125.0093,Inf)","02 [1,2.6617)","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0.801023638686821,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","03 [2.6617,5.0394)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","SC"
0.37652023728359,"02 [38.408,177.9077)","02 [0.0634,34.6935)","03 [125.0093,Inf)","SC","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.287839545705482,"02 [38.408,177.9077)","02 [0.0634,34.6935)","03 [125.0093,Inf)","SC","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.287192177055072,"02 [38.408,177.9077)","02 [0.0634,34.6935)","03 [125.0093,Inf)","SC","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.287192177055072,"02 [38.408,177.9077)","02 [0.0634,34.6935)","03 [125.0093,Inf)","SC","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","02 [18.1894,20.1001)","SC","01 (-Inf,3.7243)"
0.382756403196477,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","SC","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.287839545705482,"02 [38.408,177.9077)","02 [0.0634,34.6935)","03 [125.0093,Inf)","SC","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.287839545705482,"02 [38.408,177.9077)","02 [0.0634,34.6935)","03 [125.0093,Inf)","SC","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.00858217594655566,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.560216079626448,"01 (-Inf,38.408)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.00106433725889344,"02 [38.408,177.9077)","01 (-Inf,0.0634)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.415790391325371,"01 (-Inf,38.408)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","01 (-Inf,1698.4647)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.42058210977112,"01 (-Inf,38.408)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","01 (-Inf,1698.4647)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.42058210977112,"01 (-Inf,38.408)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","01 (-Inf,1698.4647)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.421691119807827,"01 (-Inf,38.408)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.421691119807827,"01 (-Inf,38.408)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","SC","SC","01 (-Inf,1)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","SC","03 [20.1001,Inf)","SC","SC"
0.36707596136128,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.36707596136128,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.487400570365504,"02 [38.408,177.9077)","04 [43.6851,Inf)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.418332769362395,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","02 [3.7243,Inf)"
0.380566520399785,"02 [38.408,177.9077)","04 [43.6851,Inf)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","02 [3.7243,Inf)"
0.607334580601684,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","SC"
0.370265722639681,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","SC"
0.370265722639681,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","SC"
0.073402311438485,"02 [38.408,177.9077)","SC","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","SC"
0.607334580601684,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","SC"
0.073402311438485,"02 [38.408,177.9077)","SC","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","SC"
0.073402311438485,"02 [38.408,177.9077)","SC","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","SC"
0.66623165932914,"02 [38.408,177.9077)","04 [43.6851,Inf)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.66623165932914,"02 [38.408,177.9077)","04 [43.6851,Inf)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.666591252851341,"04 [198.5536,Inf)","03 [34.6935,43.6851)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.853258690258562,"02 [38.408,177.9077)","04 [43.6851,Inf)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.833131615982293,"01 (-Inf,38.408)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.850343113014967,"01 (-Inf,38.408)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.850343113014967,"01 (-Inf,38.408)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.833131615982293,"01 (-Inf,38.408)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0,"03 [177.9077,198.5536)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","02 [3.7243,Inf)"
0.533836575351705,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.533836575351705,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.00369668071796151,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","02 [3.7243,Inf)"
0.818763538973281,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.696138532565064,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.696138532565064,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.559056357905802,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0.614545470237095,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.464054238072405,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.559056357905802,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0.818763538973281,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.38134728384943,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.38134728384943,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.38134728384943,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.38134728384943,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.38134728384943,"02 [38.408,177.9077)","01 (-Inf,0.0634)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.38134728384943,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
0.38134728384943,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
1.00419361467434,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","02 [25891.4584,Inf)","01 (-Inf,18.1894)","SC","02 [3.7243,Inf)"
1.0758620527734,"01 (-Inf,38.408)","02 [0.0634,34.6935)","SC","04 [5.0394,Inf)","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
1.0758620527734,"01 (-Inf,38.408)","02 [0.0634,34.6935)","SC","04 [5.0394,Inf)","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.00885186743981227,"01 (-Inf,38.408)","SC","01 (-Inf,47.8446)","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.00885186743981227,"01 (-Inf,38.408)","SC","01 (-Inf,47.8446)","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.00885186743981227,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","03 [10839.1025,Inf)","SC","02 [25891.4584,Inf)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.0758586001359597,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0.0758586001359597,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0,"02 [38.408,177.9077)","SC","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0,"02 [38.408,177.9077)","SC","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0,"02 [38.408,177.9077)","SC","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.93662086467452,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.904914734158457,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.963406690949505,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.93662086467452,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.208419471273931,"02 [38.408,177.9077)","SC","03 [125.0093,Inf)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
